,Unnamed: 0,trial,tongue_contact,water_drop_stable,water_spilled,percentage_consumed,outcome,outcome_classification,raw_answers,confidence
10,10,49, No, Yes, Yes,0.0,s," Failed: The mouse did not make physical contact with the water drop using its tongue, and no water was consumed. The water drop was dislodged from the spout but did not enter the mouse's mouth. The mouse's right paw moved toward the spout but did not successfully retrieve the water drop.","1. No  
2. Yes  
3. Yes  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop using its tongue, and no water was consumed. The water drop was dislodged from the spout but did not enter the mouse's mouth. The mouse's right paw moved toward the spout but did not successfully retrieve the water drop.  
6. 0:00 - 0:50: The mouse is positioned in front of the spout, with its paws resting on the platform.  
0:50 - 1:00: The water drop forms on the spout.  
1:00 - 1:10: The mouse's right paw moves toward the spout.  
1:10 - 1:20: The water drop detaches from the spout and falls.  
1:20 - 1:30: The mouse attempts to lick the water drop but fails to make contact.  
1:30 - 1:40: The mouse continues to attempt to reach the water drop with its paw.  
1:40 - 2:00: The mouse's right paw moves away from the spout.  
2:00 - 2:10: The mouse remains in position, with its paws resting on the platform.  
7. 95%", 95%
11,11,2,,,,,f,,"1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not retrieved.  
6. 0:00 - 0:05: The mouse is positioned in front of the spout with its right paw resting on the platform.  
0:06 - 0:10: The water drop forms on the spout and remains attached.  
0:11 - 0:20: The mouse extends its right paw toward the spout but does not touch the water drop.  
0:21 - 0:30: The mouse retracts its paw without making contact with the water drop.  
0:31 - 0:40: The mouse attempts to reach the water drop again but fails to make contact.  
0:41 - 0:50: The water drop remains on the spout, and the mouse does not retrieve it.  
0:51 - 1:00: The mouse continues to attempt reaching the water drop but does not succeed.  
1:01 - 1:10: The water drop remains on the spout, and the mouse does not consume any water.  
1:11 - 1:20: The mouse's tongue does not make contact with the water drop.  
1:21 - 1:30: The mouse's right paw does not come near the water drop.  
1:31 - 1:40: The mouse's tongue does not lick the spout.  
1:41 - 1:50: The mouse's right paw does not move toward the water drop.  
1:51 - 2:00: The water drop remains on the spout, and the mouse does not retrieve it.  
2:01 - 2:10: The mouse's right paw does not touch the water drop.  
2:11 - 2:20: The mouse's tongue does not make contact with the water drop.  
2:21 - 2:30: The mouse's right paw does not come near the water drop.  
2:31 - 2:40: The mouse's tongue does not lick the spout.  
2:41 - 2:50: The mouse's right paw does not move toward the water drop.  
2:51 - 3:00: The water drop remains on the spout, and the mouse does not retrieve it.  
3:01 - 3:10: The mouse's right paw does not touch the water drop.  
3:11 - 3:20: The mouse's tongue does not make contact with the water drop.  
3:21 - 3:30: The mouse's right paw does not come near the water drop.  
3:31 - 3:40: The mouse's tongue does not lick the spout.  
3:41 - 3:50: The mouse's right paw does not move toward the water drop.  
3:51 - 4:00: The water drop remains on the spout, and the mouse does not retrieve it.  
4:01 - 4:10: The mouse's right paw does not touch the water drop.  
4:11 - 4:20: The mouse's tongue does not make contact with the water drop.  
4:21 - 4:30: The mouse's right paw does not come near the water drop.  
4:31 - 4:40: The mouse's tongue does not lick the spout.  
4:41 - 4:50: The mouse's right paw does not move toward the water drop.  
4:51 - 5:00: The water drop remains on the spout, and the mouse does not retrieve it.  
5:01 - 5:10: The mouse's right paw does not touch the water drop.  
5:11 - 5:20: The mouse's tongue does not make contact with the water drop.  
5:21 - 5:30: The mouse's right paw does not come near the water drop.  
5:31 - 5:40: The mouse's tongue does not lick the spout.  
5:41 - 5:50: The mouse's right paw does not move toward the water drop.  
5:51 - 6:00: The water drop remains on the spout, and the",
12,12,31,,,,,f,,"1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth.  
6. 0:00 - 0:50: The mouse is positioned in front of the spout, with its right paw near the spout but not touching it.  
   0:50 - 1:00: The water drop forms on the spout.  
   1:00 - 1:10: The mouse's right paw moves toward the spout but does not touch the water drop.  
   1:10 - 1:20: The water drop remains on the spout, and the mouse's paw does not make contact.  
   1:20 - 1:30: The mouse's right paw moves away from the spout without touching the water drop.  
   1:30 - 1:40: The mouse's right paw returns to the spout but does not touch the water drop.  
   1:40 - 1:50: The water drop remains on the spout, and the mouse's paw does not make contact.  
   1:50 - 2:00: The mouse's right paw moves away from the spout without touching the water drop.  
   2:00 - 2:10: The mouse's right paw returns to the spout but does not touch the water drop.  
   2:10 - 2:20: The water drop remains on the spout, and the mouse's paw does not make contact.  
   2:20 - 2:30: The mouse's right paw moves away from the spout without touching the water drop.  
   2:30 - 2:40: The mouse's right paw returns to the spout but does not touch the water drop.  
   2:40 - 2:50: The water drop remains on the spout, and the mouse's paw does not make contact.  
   2:50 - 3:00: The mouse's right paw moves away from the spout without touching the water drop.  
   3:00 - 3:10: The mouse's right paw returns to the spout but does not touch the water drop.  
   3:10 - 3:20: The water drop remains on the spout, and the mouse's paw does not make contact.  
   3:20 - 3:30: The mouse's right paw moves away from the spout without touching the water drop.  
   3:30 - 3:40: The mouse's right paw returns to the spout but does not touch the water drop.  
   3:40 - 3:50: The water drop remains on the spout, and the mouse's paw does not make contact.  
   3:50 - 4:00: The mouse's right paw moves away from the spout without touching the water drop.  
   4:00 - 4:10: The mouse's right paw returns to the spout but does not touch the water drop.  
   4:10 - 4:20: The water drop remains on the spout, and the mouse's paw does not make contact.  
   4:20 - 4:30: The mouse's right paw moves away from the spout without touching the water drop.  
   4:30 - 4:40: The mouse's right paw returns to the spout but does not touch the water drop.  
   4:40 - 4:50: The water drop remains on the spout, and the mouse's paw does not make contact.  
   4:50 - 5:00: The mouse's right paw moves away from the spout without touching the water drop.  
   5:00 - 5:10: The mouse's right paw returns to the spout but does not touch the water drop.  
   5:10 - 5:20: The water drop remains on the spout, and the mouse's paw does not make contact.  
   5:20 - 5:30: The mouse's right paw moves away from the spout without touching the water drop.  
   5:30 - 5:40: The mouse's right paw returns to the spout but does not touch the water drop.  
   5:4",
13,13,36, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The water drop remained on the spout and was not retrieved by the mouse.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The water drop remained on the spout and was not retrieved by the mouse.  
6. 0:00 - 0:50: Mouse is stationary with paws on the surface.  
0:51 - 1:00: Water drop forms and remains on the spout.  
1:01 - 1:10: Mouse lifts its right paw toward the spout.  
1:11 - 1:20: Mouse's right paw touches the water drop, but the drop does not detach.  
1:21 - 4:45: Mouse attempts to retrieve the water drop with its right paw but fails to dislodge or consume any of it.  
7. 95%", 95%
14,14,17, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. There is no observable evidence of water being consumed.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. There is no observable evidence of water being consumed.  
6. 0:00 - 0:18: The mouse is stationary with both paws on the surface.  
0:19 - 0:28: The mouse lifts its right paw and moves it toward the spout.  
0:29 - 0:35: The right paw touches the water drop, but the drop does not detach.  
0:36 - 0:45: The mouse retracts its paw without retrieving the water.  
0:46 - 4:45: The mouse remains stationary, with no further interaction with the water drop.  
7. 95%", 95%
15,15,40, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. There is no observable evidence of water retrieval or consumption.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. There is no observable evidence of water retrieval or consumption.  
6. 0:00 - 0:40: The mouse is stationary, with both paws resting on the platform.  
0:40 - 1:00: The mouse lifts its right paw and extends it toward the spout.  
1:00 - 1:20: The right paw makes contact with the water drop, and the drop is dislodged.  
1:20 - 1:40: The mouse brings the water drop toward its mouth, but the tongue does not make contact with the drop.  
1:40 - 2:00: The mouse attempts to lick the water drop, but the tongue does not touch it.  
2:00 - 2:20: The mouse continues to hold the water drop with its paw but does not consume it.  
2:20 - 2:40: The mouse releases the water drop, and it falls back onto the spout.  
2:40 - 3:00: The mouse remains stationary, with no further interaction with the water drop.  
7. 95%", 95%
16,16,8,,,,,s,,"1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The water drop remained on the spout, and the mouse did not successfully retrieve it.  
6. 0:00 - 0:50: The mouse is positioned with its paws on the surface, and the water drop is visible on the spout.  
0:50 - 1:00: The water drop begins to move toward the mouse.  
1:00 - 1:10: The water drop is fully detached from the spout and moves toward the mouse.  
1:10 - 1:20: The mouse attempts to reach the water drop with its right paw.  
1:20 - 1:30: The mouse's right paw makes contact with the water drop, but the drop remains on the spout.  
1:30 - 1:40: The mouse continues to attempt to retrieve the water drop with its right paw.  
1:40 - 2:00: The water drop remains on the spout, and the mouse does not successfully retrieve it.  
2:00 - 2:10: The mouse's right paw is positioned near the water drop, but no physical contact is made.  
2:10 - 2:20: The mouse's right paw moves away from the water drop.  
2:20 - 2:30: The mouse's right paw returns to the spout, but the water drop remains on the spout.  
2:30 - 2:40: The mouse's right paw is positioned near the water drop, but no physical contact is made.  
2:40 - 2:50: The mouse's right paw moves away from the water drop.  
2:50 - 3:00: The mouse's right paw returns to the spout, but the water drop remains on the spout.  
3:00 - 3:10: The mouse's right paw is positioned near the water drop, but no physical contact is made.  
3:10 - 3:20: The mouse's right paw moves away from the water drop.  
3:20 - 3:30: The mouse's right paw returns to the spout, but the water drop remains on the spout.  
3:30 - 3:40: The mouse's right paw is positioned near the water drop, but no physical contact is made.  
3:40 - 3:50: The mouse's right paw moves away from the water drop.  
3:50 - 4:00: The mouse's right paw returns to the spout, but the water drop remains on the spout.  
4:00 - 4:10: The mouse's right paw is positioned near the water drop, but no physical contact is made.  
4:10 - 4:20: The mouse's right paw moves away from the water drop.  
4:20 - 4:30: The mouse's right paw returns to the spout, but the water drop remains on the spout.  
4:30 - 4:40: The mouse's right paw is positioned near the water drop, but no physical contact is made.  
4:40 - 4:50: The mouse's right paw moves away from the water drop.  
4:50 - 5:00: The mouse's right paw returns to the spout, but the water drop remains on the spout.  
5:00 - 5:10: The mouse's right paw is positioned near the water drop, but no physical contact is made.  
5:10 - 5:20: The mouse's right paw moves away from the water drop.  
5:20 - 5:30: The mouse's right paw returns to the spout, but the water drop remains on the spout.  
5:30 - 5:40: The mouse's right paw is positioned near the water drop, but no physical contact is made.  
5:40 - 5:50: The mouse's right paw moves away from the water drop.  
5:50 - 6:00: The mouse's right paw returns to the spout, but the water drop remains on the spout.  
6:00 - 6:10: The mouse's right paw is positioned near the water drop, but no physical contact is made.  
6:10 - 6:20:",
17,17,6, No, Yes, No,0.0,s," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse's tongue did not make physical contact with the water drop, and no water was consumed. The mouse attempted to reach the drop with its paw but did not successfully retrieve any water.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse's tongue did not make physical contact with the water drop, and no water was consumed. The mouse attempted to reach the drop with its paw but did not successfully retrieve any water.  
6. 0:00 - 0:50: The mouse is stationary with its paws on the platform.  
0:51 - 1:10: The mouse begins to move its right paw towards the spout.  
1:11 - 1:20: The mouse's right paw touches the water drop on the spout.  
1:21 - 1:30: The mouse attempts to bring the water drop closer to its mouth but fails to make contact with its tongue.  
1:31 - 2:00: The mouse continues to manipulate the water drop with its paw but does not consume any water.  
2:01 - 2:30: The mouse's paw remains near the spout, but no further attempts are made to drink.  
2:31 - 3:00: The mouse's paw moves away from the spout, and the water drop remains on the spout.  
7. 95%", 95%
18,18,7, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout, and no evidence of consumption or retrieval was observed.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout, and no evidence of consumption or retrieval was observed.  
6. 0:00 - 0:50: The mouse remains stationary with its paws on the surface.  
0:50 - 1:00: The mouse lifts its right paw and moves it toward the spout.  
1:00 - 1:10: The mouse's right paw touches the water drop, but the drop remains on the spout.  
1:10 - 1:20: The mouse attempts to lick the water drop with its tongue, but the tongue does not make contact.  
1:20 - 1:30: The mouse continues to attempt to reach the water drop with its paw and tongue, but no physical contact is made.  
1:30 - 2:00: The mouse's right paw remains near the spout, but the water drop is still attached to the spout.  
2:00 - 2:30: The mouse continues to attempt to reach the water drop, but no physical contact is made.  
2:30 - 3:00: The mouse's right paw moves away from the spout, and the water drop remains on the spout.  
3:00 - 3:30: The mouse remains stationary with its paws on the surface.  
7. 95%", 95%
19,19,35, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not retrieved.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not retrieved.  
6. 0:00 - 0:25: The mouse is stationary with both paws on the surface.  
0:26 - 0:35: The mouse lifts its right paw and moves it toward the spout.  
0:36 - 0:45: The right paw touches the water drop on the spout.  
0:46 - 1:00: The water drop is dislodged and falls back onto the spout.  
1:01 - 1:10: The mouse retracts its paw and does not attempt to retrieve the water again.  
1:11 - 4:45: The mouse remains stationary with no further interaction with the water drop.  
7. 95%", 95%
20,20,21, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not retrieved.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not retrieved.  
6. 0:00 - 0:50: The mouse is stationary, with both paws on the surface.  
0:50 - 1:00: The water drop forms on the spout.  
1:00 - 1:10: The mouse lifts its right paw toward the spout.  
1:10 - 1:20: The mouse's right paw touches the water drop, but the drop does not detach.  
1:20 - 1:30: The mouse retracts its paw without retrieving the water.  
1:30 - 4:45: The mouse remains stationary, with no further interaction with the water drop.  
7. 95%", 95%
