,Unnamed: 0,trial,tongue_contact,water_drop_stable,water_spilled,percentage_consumed,outcome,outcome_classification,raw_answers,confidence
10,10,41,,,,,f,,"1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was transferred to its mouth. The tongue did not touch the drop, and the paw did not bring the drop close enough to the mouth for consumption.  
6. 0:00 - 1:35: The water drop is visible on the spout, and the mouse remains stationary with both paws on the surface.  
1:36 - 1:45: The mouse lifts its right paw and moves it toward the water drop.  
1:46 - 2:00: The right paw touches the water drop, but the drop does not detach or transfer to the paw.  
2:01 - 2:10: The mouse attempts to lick the water drop with its tongue, but the tongue does not make contact with the drop.  
2:11 - 2:20: The mouse continues to attempt to reach the water drop with its paw and tongue, but no water is consumed.  
2:21 - 2:30: The mouse retracts its paw and continues to attempt to reach the water drop.  
2:31 - 2:40: The mouse continues to attempt to reach the water drop with its paw and tongue, but no water is consumed.  
2:41 - 2:50: The mouse retracts its paw and continues to attempt to reach the water drop.  
2:51 - 3:00: The mouse continues to attempt to reach the water drop with its paw and tongue, but no water is consumed.  
3:01 - 3:10: The mouse retracts its paw and continues to attempt to reach the water drop.  
3:11 - 3:20: The mouse continues to attempt to reach the water drop with its paw and tongue, but no water is consumed.  
3:21 - 3:30: The mouse retracts its paw and continues to attempt to reach the water drop.  
3:31 - 3:40: The mouse continues to attempt to reach the water drop with its paw and tongue, but no water is consumed.  
3:41 - 3:50: The mouse retracts its paw and continues to attempt to reach the water drop.  
3:51 - 4:00: The mouse continues to attempt to reach the water drop with its paw and tongue, but no water is consumed.  
4:01 - 4:10: The mouse retracts its paw and continues to attempt to reach the water drop.  
4:11 - 4:20: The mouse continues to attempt to reach the water drop with its paw and tongue, but no water is consumed.  
4:21 - 4:30: The mouse retracts its paw and continues to attempt to reach the water drop.  
4:31 - 4:40: The mouse continues to attempt to reach the water drop with its paw and tongue, but no water is consumed.  
4:41 - 4:50: The mouse retracts its paw and continues to attempt to reach the water drop.  
4:51 - 5:00: The mouse continues to attempt to reach the water drop with its paw and tongue, but no water is consumed.  
5:01 - 5:10: The mouse retracts its paw and continues to attempt to reach the water drop.  
5:11 - 5:20: The mouse continues to attempt to reach the water drop with its paw and tongue, but no water is consumed.  
5:21 - 5:30: The mouse retracts its paw and continues to attempt to reach the water drop.  
5:31 - 5:40: The mouse continues to attempt to reach the water drop with its paw and tongue, but no water is consumed.  
5:41 - 5:50: The mouse retracts its paw and continues to attempt to reach the water drop.  
5:51 - 6:00: The mouse continues to attempt to reach the water drop with its paw and tongue, but no water is consumed.  
6:01 - 6:10: The mouse retracts its paw and continues to attempt to reach the water drop.  
6:11 - 6:20: The mouse continues to attempt to reach the water drop with its paw and tongue, but no water is consumed.  
6:21 - 6:30: The mouse retracts its paw and continues to attempt to reach the water drop.  
6:31 - 6:40: The mouse continues to attempt to reach the",
11,11,1, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was transferred to its mouth. The tongue did not touch the drop, and the paw did not bring the drop close enough to the mouth for consumption.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was transferred to its mouth. The tongue did not touch the drop, and the paw did not bring the drop close enough to the mouth for consumption.  
6. 0:00 - 1:00: The mouse is positioned with its paws on the edge, facing the spout.  
1:00 - 1:20: A water drop forms and remains attached to the spout.  
1:20 - 1:40: The mouse lifts its right paw and moves it toward the spout.  
1:40 - 2:00: The mouse's paw touches the water drop, but the drop does not transfer to the mouth.  
2:00 - 2:20: The mouse attempts to lick the water drop with its tongue, but no contact is made.  
2:20 - 2:40: The mouse continues to attempt to reach the water drop with its paw and tongue, but no water is consumed.  
2:40 - 3:00: The mouse's paw moves away from the spout, and the water drop remains on the spout.  
7. 95%", 95%
12,12,16,,,,,f,,"1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, as the tongue did not touch the drop and the right paw did not reach the spout. The water drop remained attached to the spout throughout the video, and no retrieval occurred.  
6. 0:00 - 0:35: The mouse is stationary with both paws on the surface, head fixed, and the water drop is visible on the spout.  
0:36 - 0:50: The mouse lifts its right paw and moves it toward the spout, but does not touch the water drop.  
0:51 - 1:00: The mouse attempts to lick the spout with its tongue, but the tongue does not make contact with the water drop.  
1:01 - 1:15: The mouse continues to move its right paw and tongue, but no physical interaction with the water drop occurs.  
1:16 - 1:30: The mouse retracts its right paw and returns to a stationary position, with no change in the water drop's position.  
1:31 - 2:00: The mouse remains stationary, and the water drop stays attached to the spout.  
2:01 - 2:30: The mouse lifts its right paw again, but it does not reach the water drop.  
2:31 - 3:00: The mouse continues to move its right paw and tongue, but no contact with the water drop is observed.  
3:01 - 3:30: The mouse retracts its right paw and returns to a stationary position.  
3:31 - 4:00: The mouse remains stationary, and the water drop remains attached to the spout.  
4:01 - 4:30: The mouse lifts its right paw again, but it does not touch the water drop.  
4:31 - 5:00: The mouse continues to move its right paw and tongue, but no physical interaction with the water drop occurs.  
5:01 - 5:30: The mouse retracts its right paw and returns to a stationary position.  
5:31 - 6:00: The mouse remains stationary, and the water drop stays attached to the spout.  
6:01 - 6:30: The mouse lifts its right paw again, but it does not reach the water drop.  
6:31 - 7:00: The mouse continues to move its right paw and tongue, but no contact with the water drop is observed.  
7:01 - 7:30: The mouse retracts its right paw and returns to a stationary position.  
7:31 - 8:00: The mouse remains stationary, and the water drop remains attached to the spout.  
8:01 - 8:30: The mouse lifts its right paw again, but it does not touch the water drop.  
8:31 - 9:00: The mouse continues to move its right paw and tongue, but no physical interaction with the water drop occurs.  
9:01 - 9:30: The mouse retracts its right paw and returns to a stationary position.  
9:31 - 10:00: The mouse remains stationary, and the water drop stays attached to the spout.  
10:01 - 10:30: The mouse lifts its right paw again, but it does not reach the water drop.  
10:31 - 11:00: The mouse continues to move its right paw and tongue, but no contact with the water drop is observed.  
11:01 - 11:30: The mouse retracts its right paw and returns to a stationary position.  
11:31 - 12:00: The mouse remains stationary, and the water drop remains attached to the spout.  
12:01 - 12:30: The mouse lifts its right paw again, but it does not touch the water drop.  
12:31 - 13:00: The mouse continues to move its right paw and tongue, but no physical interaction with the water drop occurs.  
13:01 - 13:30: The mouse retracts its right paw and returns to a stationary position.  
13:31 - 14:00: The mouse remains stationary, and the water drop stays attached to the spout.  
14:01 - 14:30: The mouse lifts its right paw again, but it does not reach the water drop.  
",
13,13,37, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop using its tongue, and no water was transferred to its mouth. The water drop remained on the spout, and the mouse's paw movements did not result in any consumption.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop using its tongue, and no water was transferred to its mouth. The water drop remained on the spout, and the mouse's paw movements did not result in any consumption.  
6. 0:00 - 1:30: The mouse remains stationary with its paws on the surface, and the water drop is visible on the spout.  
1:31 - 2:00: The mouse lifts its right paw and moves it toward the water drop but does not touch it.  
2:01 - 2:30: The mouse attempts to lick the water drop with its tongue but fails to make contact.  
2:31 - 3:00: The mouse continues to move its paws and tongue but does not retrieve the water drop.  
3:01 - 4:40: The mouse remains in the same position, and the water drop stays on the spout.  
7. 95%", 95%
14,14,54, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not retrieved.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not retrieved.  
6. 0:00 - 1:30: The water drop is visible on the spout, and the mouse remains stationary with both paws on the surface.  
1:31 - 1:40: The mouse lifts its right paw and moves it toward the spout.  
1:41 - 2:00: The right paw touches the water drop, but the drop remains on the spout and does not transfer to the paw.  
2:01 - 2:10: The mouse attempts to lick the spout, but the tongue does not make contact with the water drop.  
2:11 - 2:20: The mouse continues to attempt to reach the water drop with its paw, but the drop remains on the spout.  
2:21 - 2:30: The mouse retracts its paw and returns to a stationary position.  
2:31 - 2:40: The water drop remains on the spout, and the mouse does not make further attempts to retrieve it.  
7. 95%", 95%
15,15,39, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not retrieved.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not retrieved.  
6. 0:00 - 1:08: The mouse is stationary, with both paws on the surface. The water drop is visible on the spout.  
1:09 - 1:15: The mouse lifts its right paw and moves it toward the spout.  
1:16 - 1:20: The mouse's right paw touches the water drop, but the drop remains on the spout.  
1:21 - 1:25: The mouse retracts its paw without retrieving the water drop.  
1:26 - 4:45: The mouse remains stationary, with no further interaction with the water drop.  
7. 95%", 95%
16,16,29, No, Yes, Yes,0.0,s," Failed: The mouse did not make physical contact with the water drop using its tongue, and no water was consumed. The water drop remained attached to the spout until the mouse's paw made contact, but the mouse did not successfully retrieve or drink any of the water. The drop was dislodged and fell without being ingested.","1. No  
2. Yes  
3. Yes  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop using its tongue, and no water was consumed. The water drop remained attached to the spout until the mouse's paw made contact, but the mouse did not successfully retrieve or drink any of the water. The drop was dislodged and fell without being ingested.  
6. 0:00 - 1:38: The water drop forms and remains attached to the spout.  
1:39 - 1:45: The mouse's right paw moves toward the water drop and makes contact, dislodging it.  
1:46 - 1:50: The water drop falls from the spout and is not consumed.  
1:51 - 4:45: The mouse does not drink any water; no further interaction with the water occurs.  
7. 95%", 95%
17,17,49, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not consumed.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not consumed.  
6. 0:00 - 1:35: The water drop is visible on the spout, and the mouse remains stationary with no movement of the paw or tongue.  
1:36 - 1:45: The mouse lifts its right paw and moves it toward the water drop.  
1:46 - 2:00: The mouse's paw touches the water drop, but the drop does not detach or move toward the mouth.  
2:01 - 3:20: The mouse retracts its paw and does not attempt to retrieve the water again. The water drop remains on the spout.  
3:21 - 4:45: The mouse continues to remain stationary, with no further attempts to retrieve the water.  
7. 95%", 95%
18,18,2, No, Yes, No,0.0,s," Failed: The mouse did not make physical contact with the water drop using its tongue, and no water was consumed. The water drop remained attached to the spout until the end of the video, and the mouse did not successfully retrieve any of it.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop using its tongue, and no water was consumed. The water drop remained attached to the spout until the end of the video, and the mouse did not successfully retrieve any of it.  
6. 0:00 - 1:00: The mouse is positioned in front of the spout with the water drop forming.  
1:00 - 1:30: The water drop remains attached to the spout.  
1:30 - 2:00: The mouse extends its right paw toward the water drop.  
2:00 - 2:30: The mouse touches the water drop with its paw but does not bring it to its mouth.  
2:30 - 3:00: The mouse retracts its paw without consuming any water.  
3:00 - 4:00: The mouse remains in position with no further interaction with the water drop.  
7. 95%", 95%
19,19,56, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not retrieved.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not retrieved.  
6. 0:00 - 1:20: The mouse is stationary, with both paws resting on the surface. The water drop is visible on the spout.  
1:21 - 1:25: The mouse lifts its right paw slightly but does not reach the water drop.  
1:26 - 1:30: The mouse extends its right paw toward the spout but does not touch the water drop.  
1:31 - 1:35: The mouse retracts its paw without making contact with the water drop.  
1:36 - 4:45: The mouse remains in the same position, with no further attempts to reach the water drop. The water drop remains on the spout.  
7. 95%", 95%
20,20,50, No, Yes, No,0.0,s," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop using its tongue, and no water was consumed. The water drop remained on the spout, and the mouse did not successfully retrieve any of it.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop using its tongue, and no water was consumed. The water drop remained on the spout, and the mouse did not successfully retrieve any of it.  
6. 0:00 - 1:00: The mouse is positioned in front of the spout, with its paws resting on the surface.  
1:00 - 1:20: The water drop forms and remains attached to the spout.  
1:20 - 1:40: The mouse lifts its right paw and moves it toward the spout.  
1:40 - 2:00: The mouse's paw touches the water drop, but the drop remains on the spout.  
2:00 - 2:20: The mouse attempts to lick the water drop with its tongue, but the tongue does not make contact with the drop.  
2:20 - 2:40: The mouse continues to attempt to reach the water drop with its paw and tongue, but no water is consumed.  
2:40 - 3:00: The water drop remains on the spout, and the mouse does not successfully retrieve any water.  
7. 95%", 95%
21,21,60, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop using its tongue, and no water was transferred to its mouth. The water drop remained on the spout, and the mouse's paw movements did not result in any retrieval of the water.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop using its tongue, and no water was transferred to its mouth. The water drop remained on the spout, and the mouse's paw movements did not result in any retrieval of the water.  
6. 0:00 - 1:00: The water drop is visible on the spout, and the mouse remains stationary.  
1:00 - 1:30: The mouse begins to move its right paw toward the water drop.  
1:30 - 2:00: The mouse's right paw touches the water drop, but the drop remains on the spout.  
2:00 - 2:30: The mouse attempts to lick the water drop with its tongue, but no physical contact is made.  
2:30 - 3:00: The mouse continues to attempt to reach the water drop with its paw and tongue, but no water is retrieved.  
7. 95%", 95%
22,22,72, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not retrieved.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not retrieved.  
6. 0:00 - 1:58: The water drop is visible on the spout, and the mouse remains stationary.  
1:59 - 2:14: The mouse lifts its right paw and moves it toward the water drop.  
2:15 - 2:20: The mouse's paw touches the water drop, but the drop does not detach.  
2:21 - 2:30: The mouse retracts its paw without retrieving the water.  
2:31 - 4:40: The mouse remains stationary, and the water drop stays on the spout.  
7. 95%", 95%
23,23,36, No, Yes, No,0.0,s," Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not successfully retrieve the water. The mouse attempted to reach the drop but failed to bring it to its mouth.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not successfully retrieve the water. The mouse attempted to reach the drop but failed to bring it to its mouth.  
6. 0:00 - 1:40: The water drop is visible on the spout, and the mouse remains stationary.  
1:41 - 2:00: The mouse lifts its right paw and moves it toward the spout.  
2:01 - 2:10: The mouse's paw touches the water drop, but the drop does not detach.  
2:11 - 2:30: The mouse attempts to bring the paw to its mouth, but the water drop remains on the spout.  
2:31 - 4:45: The mouse continues to attempt to retrieve the water, but the drop remains attached to the spout.  
7. 95%", 95%
